1 input_arc.asc Arc-guidance, three waypoints ' Hypersonic Vehicle ' Jan 23 2025 14:46:05
  0  0 98
time,vmach,pdynmc,psibd,psibdx,thtbdx,phibdx,alppx,alphax,betax,alphaix,betaix,ppx,qqx,rrx,lonx,latx,alt,dvbe,dvbi,psivdx,thtvdx,dbi,ayx,anx,throttle,vmass,fmassr,thrustx,roll_count,pitch_count,yaw_count,stmarg,gavail_pos,gmax,gavail_neg,gminx,wnp,azabx,elabx,dab,ddab,semi_major,semi_minor,eaz,eel,edab,eddab,RICI1,RICI2,RICI3,ESBI1,ESBI2,ESBI3,aycomx,azcomx,tgoc,SBTHC1,SBTHC2,SBTHC3,UTBC1,UTBC2,UTBC3,lamd,SBTL1,SBTL2,SBTL3,delacx,delecx,delrcx,alcomx,ancomx,phicomx,delax,delex,delrx,elvlx,elvrx,miss,MISS_I1,MISS_I2,MISS_I3,event,dbt,MISS_H1,MISS_H2,MISS_H3,MISS_L1,MISS_L2,MISS_L3,SXH1,SXH2,SXH3,std_pos,std_ucbias,URIC1,URIC2,URIC3,
71.4,3.1132,180005,0.720952,41.3075,2.33852,25.5482,2.55063,2.54856,0.101137,-3.4993,12.536,-0.463748,0.123966,0.272803,45.3767,35.5127,9992,932.611,1213.2,40.3032,-0.00471231,6.38099e+06,0.0521045,1.10524,0.822355,122279,67848.3,4960.9,0,0,0,0.0396735,2.07777,3,-2.92223,-2,2.73572,0,0,0,0,0,0,0,0,0,0,-0.00106032,0.000248379,-0.000702007,20.0715,-15.2093,9.78312,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3308,-4.80937,2.79939,0,1.09906,24.9354,-1.33144,-4.81009,2.80078,-6.14153,-3.47865,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.6,3.1132,180005,0.72201,41.3681,2.33903,25.458,2.54945,2.5474,0.100785,-3.47321,12.5303,-0.463128,0.122867,0.271887,45.378,35.514,9991.98,932.61,1213.44,40.3677,-0.00458948,6.38099e+06,0.0519371,1.10416,0.822361,122240,67808.8,4960.8,0,0,0,0.0396755,2.07882,3,-2.92118,-2,2.73618,0,0,0,0,0,0,0,0,0,0,-0.00106002,0.000248764,-0.000701929,20.1199,-15.282,9.84153,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32622,-4.80425,2.78951,0,1.09796,24.8472,-1.32686,-4.80497,2.79089,-6.13183,-3.47811,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.8,3.1132,180005,0.723064,41.4285,2.33951,25.3679,2.54827,2.54623,0.100433,-3.44721,12.5246,-0.462491,0.121776,0.270973,45.3794,35.5153,9991.97,932.609,1213.69,40.4319,-0.00447607,6.38099e+06,0.05177,1.10308,0.822368,122200,67769.3,4960.69,0,0,0,0.0396775,2.07988,3,-2.92012,-2,2.73664,0,0,0,0,0,0,0,0,0,0,-0.00105973,0.000249149,-0.00070185,20.1684,-15.355,9.90031,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32164,-4.79918,2.77965,0,1.09686,24.7591,-1.32228,-4.79989,2.78103,-6.12217,-3.47761,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,3.11319,180005,0.724113,41.4886,2.33997,25.2779,2.54708,2.54506,0.100081,-3.42131,12.5189,-0.461845,0.120693,0.27006,45.3807,35.5165,9991.95,932.608,1213.93,40.4959,-0.004374,6.38099e+06,0.0516032,1.10198,0.822374,122161,67729.8,4960.59,0,0,0,0.0396795,2.08095,3,-2.91905,-2,2.7371,0,0,0,0,0,0,0,0,0,0,-0.00105943,0.000249532,-0.000701771,20.217,-15.4282,9.95943,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31708,-4.79417,2.76981,0,1.09577,24.6711,-1.31772,-4.79487,2.77119,-6.11259,-3.47715,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.2,3.11319,180005,0.725158,41.5485,2.3404,25.188,2.54589,2.54388,0.0997303,-3.3955,12.5131,-0.461194,0.11962,0.269149,45.382,35.5178,9991.94,932.608,1214.17,40.5596,-0.00428482,6.38099e+06,0.0514366,1.10087,0.82238,122121,67690.4,4960.48,0,0,0,0.0396815,2.08203,3,-2.91797,-2,2.73756,0,0,0,0,0,0,0,0,0,0,-0.00105914,0.000249915,-0.00070169,20.2657,-15.5016,10.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31253,-4.78921,2.75999,0,1.09468,24.5832,-1.31316,-4.7899,2.76136,-6.10307,-3.47674,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.4,3.11319,180005,0.726198,41.6081,2.34081,25.0983,2.5447,2.5427,0.0993798,-3.36978,12.5074,-0.460545,0.118559,0.268239,45.3834,35.5191,9991.93,932.607,1214.41,40.623,-0.00420977,6.38099e+06,0.0512703,1.09976,0.822386,122082,67650.9,4960.37,0,0,0,0.0396835,2.08311,3,-2.91689,-2,2.73802,0,0,0,0,0,0,0,0,0,0,-0.00105885,0.000250297,-0.000701609,20.3144,-15.5753,10.0787,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30798,-4.78432,2.75018,0,1.0936,24.4954,-1.30861,-4.785,2.75155,-6.09362,-3.47639,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.6,3.11318,180005,0.727234,41.6674,2.3412,25.0087,2.54351,2.54152,0.0990297,-3.34414,12.5017,-0.459904,0.117511,0.26733,45.3847,35.5204,9991.92,932.606,1214.65,40.6862,-0.0041497,6.38099e+06,0.0511041,1.09865,0.822391,122042,67611.4,4960.26,0,0,0,0.0396855,2.08419,3,-2.91581,-2,2.73848,0,0,0,0,0,0,0,0,0,0,-0.00105855,0.000250679,-0.000701527,20.3633,-15.6491,10.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30344,-4.7795,2.74038,0,1.09253,24.4078,-1.30407,-4.78017,2.74175,-6.08424,-3.4761,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.8,3.11318,180005,0.728266,41.7265,2.34156,24.9191,2.54232,2.54035,0.0986797,-3.31859,12.4959,-0.459276,0.116478,0.266422,45.386,35.5216,9991.9,932.605,1214.88,40.7491,-0.00410517,6.38099e+06,0.050938,1.09755,0.822397,122003,67572,4960.15,0,0,0,0.0396875,2.08527,3,-2.91473,-2,2.73894,0,0,0,0,0,0,0,0,0,0,-0.00105826,0.00025106,-0.000701445,20.4123,-15.7232,10.1995,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2989,-4.77474,2.73059,0,1.09146,24.3203,-1.29954,-4.7754,2.73196,-6.07494,-3.47587,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,3.11318,180005,0.729293,41.7854,2.34191,24.8298,2.54113,2.53918,0.0983298,-3.29312,12.4901,-0.458666,0.115459,0.265513,45.3874,35.5229,9991.89,932.604,1215.12,40.8118,-0.00407638,6.38099e+06,0.0507718,1.09644,0.822402,121963,67532.5,4960.04,0,0,0,0.0396895,2.08634,3,-2.91366,-2,2.7394,0,0,0,0,0,0,0,0,0,0,-0.00105797,0.00025144,-0.000701361,20.4614,-15.7976,10.2603,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29437,-4.77006,2.7208,0,1.09042,24.2329,-1.29501,-4.77071,2.72217,-6.06572,-3.4757,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73.2,3.11317,180005,0.730316,41.844,2.34224,24.7405,2.53996,2.53802,0.0979799,-3.26773,12.4843,-0.45808,0.114455,0.264605,45.3887,35.5242,9991.88,932.604,1215.35,40.8742,-0.00406328,6.38099e+06,0.0506056,1.09535,0.822407,121924,67493,4959.93,0,0,0,0.0396915,2.08741,3,-2.91259,-2,2.73986,0,0,0,0,0,0,0,0,0,0,-0.00105767,0.00025182,-0.000701277,20.5105,-15.8721,10.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28984,-4.76544,2.71102,0,1.08938,24.1455,-1.29048,-4.76608,2.71239,-6.05656,-3.47561,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73.4,3.11317,180005,0.731334,41.9024,2.34255,24.6513,2.53879,2.53687,0.0976299,-3.24241,12.4785,-0.457521,0.113466,0.263696,45.3901,35.5255,9991.87,932.603,1215.59,40.9364,-0.00406552,6.38099e+06,0.0504393,1.09427,0.822412,121885,67453.6,4959.82,0,0,0,0.0396935,2.08847,3,-2.91153,-2,2.74032,0,0,0,0,0,0,0,0,0,0,-0.00105738,0.000252199,-0.000701193,20.5598,-15.9469,10.3832,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28531,-4.7609,2.70124,0,1.08836,24.0583,-1.28595,-4.76153,2.70261,-6.04748,-3.47558,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73.6,3.11317,180005,0.732349,41.9605,2.34286,24.5622,2.53764,2.53572,0.0972795,-3.21717,12.4727,-0.456995,0.112493,0.262786,45.3914,35.5267,9991.85,932.602,1215.82,40.9983,-0.00408253,6.38099e+06,0.0502728,1.09319,0.822417,121845,67414.1,4959.7,0,0,0,0.0396954,2.08951,3,-2.91049,-2,2.74078,0,0,0,0,0,0,0,0,0,0,-0.00105709,0.000252577,-0.000701107,20.6091,-16.0219,10.4451,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28079,-4.75642,2.69145,0,1.08736,23.9712,-1.28142,-4.75704,2.69282,-6.03846,-3.47562,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73.8,3.11316,180005,0.733359,42.0184,2.34315,24.4732,2.5365,2.53459,0.0969288,-3.19199,12.4669,-0.456503,0.111536,0.261875,45.3928,35.528,9991.84,932.601,1216.05,41.06,-0.0041135,6.38099e+06,0.050106,1.09214,0.822421,121806,67374.6,4959.59,0,0,0,0.0396974,2.09054,3,-2.90946,-2,2.74124,0,0,0,0,0,0,0,0,0,0,-0.0010568,0.000252955,-0.000701021,20.6586,-16.0972,10.5074,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27626,-4.752,2.68165,0,1.08637,23.8842,-1.27689,-4.75262,2.68302,-6.02951,-3.47573,0,0,0,0,425002,6.38099e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,3.11316,180005,0.734365,42.076,2.34343,24.3843,2.53536,2.53348,0.0965777,-3.16688,12.4611,-0.45605,0.110593,0.260963,45.3941,35.5293,9991.83,932.601,1216.28,41.1214,-0.00415747,6.38098e+06,0.0499388,1.09109,0.822425,121766,67335.2,4959.47,0,0,0,0.0396993,2.09156,3,-2.90844,-2,2.7417,0,0,0,0,0,0,0,0,0,0,-0.00105651,0.000253332,-0.000700934,20.7082,-16.1726,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27173,-4.74765,2.67184,0,1.0854,23.7972,-1.27236,-4.74826,2.67322,-6.02062,-3.4759,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74.2,3.11316,180005,0.735367,42.1334,2.3437,24.2955,2.53425,2.53237,0.096226,-3.14183,12.4553,-0.455637,0.109664,0.26005,45.3955,35.5305,9991.82,932.6,1216.51,41.1825,-0.0042133,6.38098e+06,0.0497713,1.09007,0.822429,121727,67295.7,4959.36,0,0,0,0.0397012,2.09257,3,-2.90743,-2,2.74216,0,0,0,0,0,0,0,0,0,0,-0.00105622,0.000253709,-0.000700846,20.7578,-16.2483,10.633,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26719,-4.74336,2.66202,0,1.08445,23.7103,-1.26783,-4.74396,2.6634,-6.01178,-3.47613,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74.4,3.11316,180005,0.736364,42.1906,2.34397,24.2067,2.53315,2.53128,0.0958736,-3.11684,12.4494,-0.455267,0.10875,0.259135,45.3968,35.5318,9991.8,932.599,1216.73,41.2434,-0.00427976,6.38098e+06,0.0496034,1.08906,0.822432,121687,67256.3,4959.24,0,0,0,0.039703,2.09356,3,-2.90644,-2,2.74262,0,0,0,0,0,0,0,0,0,0,-0.00105593,0.000254085,-0.000700758,20.8076,-16.3243,10.6964,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26265,-4.73912,2.65219,0,1.08351,23.6235,-1.26329,-4.73971,2.65357,-6.003,-3.47642,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74.6,3.11315,180005,0.737358,42.2475,2.34423,24.118,2.53206,2.5302,0.0955206,-3.09191,12.4436,-0.454941,0.107848,0.258217,45.3982,35.533,9991.79,932.599,1216.96,41.3041,-0.0043555,6.38098e+06,0.049435,1.08806,0.822436,121648,67216.8,4959.13,0,0,0,0.0397049,2.09453,3,-2.90547,-2,2.74308,0,0,0,0,0,0,0,0,0,0,-0.00105564,0.00025446,-0.000700668,20.8574,-16.4005,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25811,-4.73493,2.64234,0,1.08259,23.5367,-1.25874,-4.73551,2.64372,-5.99426,-3.47677,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74.8,3.11315,180005,0.738347,42.3042,2.3445,24.0294,2.53098,2.52914,0.0951668,-3.06703,12.4377,-0.45466,0.106958,0.257298,45.3995,35.5343,9991.78,932.598,1217.18,41.3645,-0.00443915,6.38098e+06,0.049266,1.08709,0.822439,121608,67177.3,4959.01,0,0,0,0.0397067,2.09548,3,-2.90452,-2,2.74354,0,0,0,0,0,0,0,0,0,0,-0.00105535,0.000254835,-0.000700578,20.9074,-16.4769,10.8241,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25355,-4.73078,2.63247,0,1.08169,23.45,-1.25419,-4.73136,2.63385,-5.98555,-3.47717,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,3.11315,180005,0.739332,42.3606,2.34476,23.9408,2.52992,2.52809,0.0948121,-3.04221,12.4319,-0.454423,0.106079,0.256376,45.4009,35.5356,9991.76,932.597,1217.41,41.4247,-0.00452926,6.38098e+06,0.0490965,1.08613,0.822442,121569,67137.9,4958.9,0,0,0,0.0397085,2.09642,3,-2.90358,-2,2.744,0,0,0,0,0,0,0,0,0,0,-0.00105506,0.000255209,-0.000700487,20.9574,-16.5535,10.8884,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24899,-4.72668,2.62257,0,1.0808,23.3633,-1.24963,-4.72725,2.62396,-5.97688,-3.47762,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.2,3.11314,180005,0.740313,42.4168,2.34502,23.8522,2.52888,2.52706,0.0944566,-3.01744,12.426,-0.454233,0.10521,0.255451,45.4022,35.5368,9991.75,932.596,1217.63,41.4846,-0.00462443,6.38098e+06,0.0489264,1.08519,0.822445,121529,67098.4,4958.79,0,0,0,0.0397102,2.09735,3,-2.90265,-2,2.74446,0,0,0,0,0,0,0,0,0,0,-0.00105477,0.000255583,-0.000700395,21.0076,-16.6303,10.9532,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24442,-4.72261,2.61266,0,1.07992,23.2767,-1.24506,-4.72318,2.61405,-5.96824,-3.47811,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.4,3.11314,180005,0.74129,42.4728,2.34529,23.7637,2.52785,2.52604,0.0941001,-2.99271,12.4202,-0.454087,0.10435,0.254524,45.4036,35.5381,9991.74,932.595,1217.85,41.5442,-0.00472326,6.38098e+06,0.0487557,1.08426,0.822448,121490,67059,4958.67,0,0,0,0.039712,2.09825,3,-2.90175,-2,2.74492,0,0,0,0,0,0,0,0,0,0,-0.00105448,0.000255956,-0.000700302,21.0578,-16.7074,11.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23985,-4.71857,2.60272,0,1.07906,23.19,-1.24049,-4.71914,2.60411,-5.95963,-3.47865,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.6,3.11314,180005,0.742262,42.5285,2.34556,23.6751,2.52683,2.52503,0.0937428,-2.96803,12.4143,-0.453985,0.103499,0.253595,45.405,35.5393,9991.72,932.595,1218.07,41.6037,-0.00482438,6.38098e+06,0.0485844,1.08336,0.82245,121451,67019.5,4958.56,0,0,0,0.0397137,2.09915,3,-2.90085,-2,2.74537,0,0,0,0,0,0,0,0,0,0,-0.00105419,0.000256328,-0.000700209,21.1082,-16.7848,11.0836,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23526,-4.71456,2.59276,0,1.07821,23.1034,-1.2359,-4.71512,2.59415,-5.95103,-3.47922,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.8,3.11313,180005,0.743231,42.584,2.34583,23.5866,2.52582,2.52404,0.0933844,-2.9434,12.4085,-0.453926,0.102654,0.252662,45.4063,35.5406,9991.71,932.594,1218.29,41.6629,-0.0049265,6.38098e+06,0.0484124,1.08247,0.822453,121411,66980.1,4958.45,0,0,0,0.0397154,2.10002,3,-2.89998,-2,2.74583,0,0,0,0,0,0,0,0,0,0,-0.0010539,0.0002567,-0.000700114,21.1586,-16.8623,11.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23066,-4.71057,2.58277,0,1.07737,23.0168,-1.23131,-4.71113,2.58417,-5.94244,-3.47982,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,3.11313,180005,0.744195,42.6393,2.34611,23.4981,2.52483,2.52306,0.0930251,-2.9188,12.4026,-0.453908,0.101815,0.251727,45.4077,35.5418,9991.69,932.593,1218.51,41.7218,-0.00502842,6.38098e+06,0.0482397,1.08159,0.822456,121372,66940.6,4958.34,0,0,0,0.039717,2.10089,3,-2.89911,-2,2.74629,0,0,0,0,0,0,0,0,0,0,-0.00105361,0.000257072,-0.000700018,21.2092,-16.9401,11.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22605,-4.7066,2.57275,0,1.07654,22.9301,-1.2267,-4.70716,2.57416,-5.93386,-3.48046,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76.2,3.11313,180005,0.745156,42.6943,2.34639,23.4096,2.52384,2.52208,0.0926648,-2.89425,12.3968,-0.453931,0.10098,0.250789,45.4091,35.5431,9991.68,932.592,1218.72,41.7805,-0.00512903,6.38098e+06,0.0480664,1.08072,0.822458,121332,66901.2,4958.23,0,0,0,0.0397187,2.10174,3,-2.89826,-2,2.74675,0,0,0,0,0,0,0,0,0,0,-0.00105332,0.000257442,-0.000699922,21.2598,-17.0182,11.2819,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22144,-4.70264,2.56271,0,1.07572,22.8435,-1.22208,-4.7032,2.56412,-5.92528,-3.48112,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76.4,3.11312,180005,0.746112,42.7491,2.34668,23.321,2.52287,2.52112,0.0923035,-2.86974,12.391,-0.453992,0.10015,0.249848,45.4104,35.5443,9991.66,932.591,1218.94,41.839,-0.00522732,6.38098e+06,0.0478924,1.07987,0.82246,121293,66861.7,4958.12,0,0,0,0.0397203,2.10258,3,-2.89742,-2,2.74721,0,0,0,0,0,0,0,0,0,0,-0.00105303,0.000257813,-0.000699824,21.3106,-17.0965,11.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21681,-4.6987,2.55264,0,1.0749,22.7568,-1.21745,-4.69925,2.55406,-5.9167,-3.48179,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76.6,3.11312,180005,0.747064,42.8036,2.34697,23.2324,2.52191,2.52017,0.0919412,-2.84527,12.3851,-0.454089,0.0993233,0.248904,45.4118,35.5456,9991.64,932.59,1219.15,41.8972,-0.00532239,6.38098e+06,0.0477177,1.07903,0.822463,121253,66822.3,4958.02,0,0,0,0.039722,2.10341,3,-2.89659,-2,2.74766,0,0,0,0,0,0,0,0,0,0,-0.00105275,0.000258183,-0.000699726,21.3615,-17.175,11.4159,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21216,-4.69476,2.54255,0,1.07409,22.6701,-1.21281,-4.69531,2.54396,-5.90812,-3.48249,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76.8,3.11311,180005,0.748012,42.8579,2.34727,23.1438,2.52095,2.51922,0.0915779,-2.82084,12.3793,-0.45422,0.0984985,0.247957,45.4132,35.5468,9991.63,932.589,1219.36,41.9552,-0.0054135,6.38098e+06,0.0475423,1.0782,0.822465,121214,66782.8,4957.91,0,0,0,0.0397236,2.10422,3,-2.89578,-2,2.74812,0,0,0,0,0,0,0,0,0,0,-0.00105246,0.000258552,-0.000699626,21.4124,-17.2537,11.4833,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20751,-4.69082,2.53243,0,1.07329,22.5834,-1.20816,-4.69137,2.53385,-5.89953,-3.4832,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,3.11311,180005,0.748956,42.912,2.34757,23.0552,2.52,2.51828,0.0912137,-2.79645,12.3735,-0.454384,0.0976754,0.247007,45.4145,35.5481,9991.61,932.589,1219.58,42.0129,-0.00549999,6.38098e+06,0.0473663,1.07738,0.822468,121174,66743.4,4957.81,0,0,0,0.0397252,2.10504,3,-2.89496,-2,2.74858,0,0,0,0,0,0,0,0,0,0,-0.00105217,0.000258921,-0.000699526,21.4635,-17.3327,11.5512,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20285,-4.68688,2.52228,0,1.07249,22.4966,-1.2035,-4.68743,2.5237,-5.89094,-3.48393,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77.2,3.11311,180005,0.749896,42.9659,2.34788,22.9665,2.51906,2.51735,0.0908485,-2.77209,12.3677,-0.454578,0.0968532,0.246055,45.4159,35.5493,9991.59,932.588,1219.79,42.0704,-0.00558136,6.38098e+06,0.0471896,1.07657,0.822471,121135,66703.9,4957.7,0,0,0,0.0397267,2.10584,3,-2.89416,-2,2.74904,0,0,0,0,0,0,0,0,0,0,-0.00105188,0.000259289,-0.000699424,21.5146,-17.4119,11.6193,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19818,-4.68295,2.51211,0,1.07169,22.4098,-1.19883,-4.6835,2.51353,-5.88233,-3.48467,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77.4,3.1131,180005,0.750831,43.0195,2.3482,22.8778,2.51812,2.51642,0.0904824,-2.74777,12.3619,-0.4548,0.0960315,0.2451,45.4173,35.5506,9991.58,932.587,1220,42.1277,-0.00565722,6.38098e+06,0.0470122,1.07576,0.822473,121095,66664.5,4957.6,0,0,0,0.0397283,2.10664,3,-2.89336,-2,2.74949,0,0,0,0,0,0,0,0,0,0,-0.00105159,0.000259657,-0.000699322,21.5659,-17.4914,11.6878,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19349,-4.67901,2.50191,0,1.0709,22.323,-1.19415,-4.67956,2.50334,-5.87371,-3.48541,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77.6,3.1131,180005,0.751763,43.0728,2.34851,22.789,2.51718,2.5155,0.0901153,-2.72348,12.3561,-0.455049,0.0952097,0.244142,45.4187,35.5518,9991.56,932.586,1220.2,42.1847,-0.0057273,6.38098e+06,0.0468342,1.07496,0.822476,121056,66625,4957.5,0,0,0,0.0397299,2.10743,3,-2.89257,-2,2.74995,0,0,0,0,0,0,0,0,0,0,-0.0010513,0.000260025,-0.000699218,21.6172,-17.5711,11.7567,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18879,-4.67507,2.49168,0,1.07011,22.236,-1.18945,-4.67562,2.49312,-5.86507,-3.48617,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77.8,3.11309,180005,0.75269,43.126,2.34884,22.7001,2.51625,2.51458,0.0897474,-2.69924,12.3503,-0.455322,0.0943874,0.243181,45.4201,35.5531,9991.54,932.585,1220.41,42.2415,-0.00579146,6.38098e+06,0.0466556,1.07416,0.822479,121017,66585.6,4957.4,0,0,0,0.0397314,2.10822,3,-2.89178,-2,2.75041,0,0,0,0,0,0,0,0,0,0,-0.00105102,0.000260391,-0.000699113,21.6687,-17.651,11.8258,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18409,-4.67112,2.48144,0,1.06932,22.1491,-1.18475,-4.67167,2.48287,-5.85642,-3.48693,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,3.11309,180005,0.753613,43.1789,2.34916,22.6112,2.51532,2.51366,0.0893785,-2.67502,12.3445,-0.455619,0.0935645,0.242218,45.4214,35.5543,9991.52,932.584,1220.62,42.298,-0.00584967,6.38098e+06,0.0464763,1.07336,0.822482,120977,66546.1,4957.31,0,0,0,0.039733,2.10901,3,-2.89099,-2,2.75087,0,0,0,0,0,0,0,0,0,0,-0.00105073,0.000260758,-0.000699007,21.7203,-17.7312,11.8954,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17937,-4.66717,2.47116,0,1.06853,22.062,-1.18003,-4.66772,2.4726,-5.84776,-3.48769,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78.2,3.11309,180005,0.754532,43.2315,2.34949,22.5222,2.5144,2.51275,0.0890088,-2.65084,12.3387,-0.455936,0.0927408,0.241252,45.4228,35.5555,9991.5,932.583,1220.82,42.3543,-0.005902,6.38098e+06,0.0462965,1.07257,0.822485,120938,66506.7,4957.21,0,0,0,0.0397346,2.10979,3,-2.89021,-2,2.75133,0,0,0,0,0,0,0,0,0,0,-0.00105044,0.000261124,-0.0006989,21.7719,-17.8116,11.9652,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17464,-4.66322,2.46086,0,1.06774,21.9749,-1.1753,-4.66377,2.46231,-5.83907,-3.48846,0,0,0,0,425002,6.38098e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78.4,3.11308,180005,0.755447,43.2839,2.34982,22.4331,2.51347,2.51184,0.0886382,-2.6267,12.333,-0.456274,0.091916,0.240284,45.4242,35.5568,9991.49,932.582,1221.03,42.4104,-0.00594859,6.38097e+06,0.046116,1.07178,0.822488,120898,66467.3,4957.11,0,0,0,0.0397361,2.11057,3,-2.88943,-2,2.75178,0,0,0,0,0,0,0,0,0,0,-0.00105015,0.000261489,-0.000698792,21.8237,-17.8923,12.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1699,-4.65925,2.45054,0,1.06695,21.8877,-1.17057,-4.65981,2.45199,-5.83038,-3.48924,0,0,0,0,425002,6.38097e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
