1 input_climb.asc HYPER3 Two-phased climb  ' HYPER3 ' Dec 31 2024 09:11:24
  0  0 23
time,FSPV1,FSPV2,FSPV3,pdynmc,mach,lonx,latx,alt,dvbe,psivgx,thtvgx,SBEG1,SBEG2,SBEG3,VBEG1,VBEG2,VBEG3,throttle,mass,thrust,fmassr,cl_ov_cd,
47.6,10.3769,0,-8.24265,48943,1.53574,-80.3939,28.4295,9245.48,464.997,90.3904,27.0317,-58.1807,15272.9,-6245.48,-2.82209,414.189,-211.333,1.87009,132248,3.49097e+06,77817.4,0.443338,
47.8,10.4112,0,-8.22958,48942.1,1.5406,-80.3931,28.4295,9287.8,466.188,90.392,27.0225,-58.747,15355.8,-6287.8,-2.84112,415.284,-211.808,1.87023,132229,3.49283e+06,77798.2,0.442927,
48,10.4458,0,-8.21642,48941.2,1.5455,-80.3922,28.4295,9330.21,467.387,90.3936,27.013,-59.3171,15439,-6330.21,-2.86027,416.386,-212.284,1.87038,132210,3.49471e+06,77778.9,0.442513,
48.2,10.4806,0,-8.20316,48940.3,1.55042,-80.3914,28.4295,9372.71,468.592,90.3952,27.0033,-59.8911,15522.4,-6372.71,-2.87953,417.497,-212.76,1.87055,132191,3.4966e+06,77759.7,0.442096,
48.4,10.5157,0,-8.1898,48939.4,1.55539,-80.3905,28.4295,9415.31,469.805,90.3968,26.9932,-60.469,15606,-6415.31,-2.89891,418.615,-213.237,1.87072,132171,3.4985e+06,77740.4,0.441674,
48.6,10.551,0,-8.17635,48938.5,1.56038,-80.3897,28.4295,9458.01,471.026,90.3984,26.9828,-61.0507,15689.8,-6458.01,-2.9184,419.741,-213.715,1.87091,132152,3.50042e+06,77721.1,0.441249,
48.8,10.5865,0,-8.16279,48937.6,1.56541,-80.3888,28.4294,9500.8,472.254,90.4,26.9721,-61.6363,15773.9,-6500.8,-2.93802,420.875,-214.194,1.87111,132133,3.50235e+06,77701.7,0.440819,
49,10.6223,0,-8.14914,48936.7,1.57047,-80.3879,28.4294,9543.68,473.489,90.4016,26.9611,-62.2259,15858.2,-6543.68,-2.95775,422.018,-214.673,1.87132,132113,3.50429e+06,77682.4,0.440386,
49.2,10.6584,0,-8.13538,48935.7,1.57556,-80.3871,28.4294,9586.67,474.732,90.4032,26.9497,-62.8194,15942.7,-6586.67,-2.97761,423.168,-215.153,1.87155,132094,3.50625e+06,77663,0.439949,
49.4,10.6947,0,-8.12152,48934.8,1.58069,-80.3862,28.4294,9629.74,475.982,90.4048,26.9381,-63.4169,16027.4,-6629.74,-2.99758,424.326,-215.633,1.87178,132075,3.50822e+06,77643.6,0.439508,
49.6,10.7312,0,-8.10756,48933.9,1.58586,-80.3853,28.4294,9672.92,477.241,90.4063,26.9261,-64.0185,16112.4,-6672.92,-3.01769,425.493,-216.114,1.87203,132055,3.51021e+06,77624.1,0.439062,
49.8,10.768,0,-8.0935,48932.9,1.59106,-80.3845,28.4294,9716.19,478.506,90.4079,26.9138,-64.624,16197.6,-6716.19,-3.03791,426.668,-216.596,1.87229,132036,3.51221e+06,77604.6,0.438613,
50,10.8051,0,-8.07933,48932,1.59629,-80.3836,28.4294,9759.56,479.78,90.4095,26.9013,-65.2336,16283.1,-6759.56,-3.05826,427.851,-217.078,1.87256,132016,3.51423e+06,77585.1,0.438159,
50.2,10.8416,0,-7.42294,48931.2,1.60156,-80.3827,28.4294,9803.01,481.062,90.4111,26.8742,-65.8474,16368.8,-6803.01,-3.07913,429.097,-217.456,1.87674,131997,3.51458e+06,77565.6,0.400219,
50.4,10.8767,0,-7.40968,48930.5,1.60687,-80.3818,28.4294,9846.54,482.351,90.4127,26.8456,-66.4653,16454.7,-6846.54,-3.10016,430.356,-217.824,1.87691,131977,3.51631e+06,77546.1,0.399789,
50.6,10.9109,0,-7.39628,48929.9,1.61221,-80.381,28.4294,9890.14,483.649,90.4143,26.8168,-67.0875,16540.9,-6890.14,-3.12133,431.623,-218.193,1.87703,131958,3.51791e+06,77526.5,0.399356,
50.8,10.9446,0,-7.38277,48929.3,1.61758,-80.3801,28.4294,9933.82,484.954,90.4159,26.7877,-67.7138,16627.4,-6933.82,-3.14263,432.898,-218.562,1.87714,131938,3.51943e+06,77506.9,0.398918,
51,10.9781,0,-7.36915,48928.9,1.62299,-80.3792,28.4294,9977.57,486.267,90.4175,26.7584,-68.3445,16714.1,-6977.57,-3.16406,434.182,-218.931,1.87723,131918,3.5209e+06,77487.3,0.398477,
51.2,11.0115,0,-7.35542,48928.4,1.62844,-80.3783,28.4294,10021.4,487.587,90.4191,26.7287,-68.9795,16801,-7021.39,-3.18562,435.475,-219.3,1.87732,131899,3.52234e+06,77467.7,0.398032,
51.4,11.0449,0,-7.34159,48927.9,1.63392,-80.3774,28.4294,10065.3,488.915,90.4207,26.6988,-69.6188,16888.3,-7065.29,-3.20732,436.775,-219.669,1.87741,131879,3.52377e+06,77448,0.397582,
51.6,11.0784,0,-7.32766,48927.5,1.63943,-80.3765,28.4294,10109.3,490.25,90.4223,26.6685,-70.2624,16975.8,-7109.26,-3.22915,438.085,-220.038,1.87751,131859,3.52519e+06,77428.3,0.397129,
51.8,11.1121,0,-7.31363,48927,1.64498,-80.3756,28.4294,10153.3,491.594,90.4239,26.638,-70.9104,17063.5,-7153.3,-3.25113,439.402,-220.407,1.87761,131840,3.52661e+06,77408.6,0.396671,
52,11.1459,0,-7.2995,48926.6,1.65057,-80.3747,28.4294,10197.4,492.944,90.4255,26.6072,-71.5629,17151.5,-7197.42,-3.27324,440.728,-220.776,1.87773,131820,3.52803e+06,77388.8,0.396209,
52.2,11.18,0,-7.28527,48926.2,1.65619,-80.3738,28.4294,10241.6,494.303,90.4271,26.5761,-72.2197,17239.8,-7241.61,-3.29548,442.063,-221.144,1.87786,131800,3.52946e+06,77369,0.395743,
52.4,11.2142,0,-7.27094,48925.7,1.66184,-80.3729,28.4293,10285.9,495.669,90.4287,26.5447,-72.8811,17328.3,-7285.88,-3.31787,443.406,-221.513,1.87799,131780,3.5309e+06,77349.2,0.395273,
52.6,11.2487,0,-7.25651,48925.3,1.66754,-80.372,28.4293,10330.2,497.044,90.4303,26.5131,-73.5469,17417.2,-7330.22,-3.34041,444.758,-221.881,1.87814,131760,3.53235e+06,77329.3,0.394799,
52.8,11.2834,0,-7.24198,48924.8,1.67327,-80.3711,28.4293,10374.6,498.426,90.4319,26.4811,-74.2173,17506.2,-7374.63,-3.36308,446.119,-222.249,1.87831,131740,3.53381e+06,77309.5,0.39432,
53,11.3183,0,-7.22734,48924.4,1.67903,-80.3702,28.4293,10419.1,499.816,90.4335,26.4489,-74.8921,17595.6,-7419.12,-3.3859,447.488,-222.617,1.87848,131721,3.53528e+06,77289.6,0.393836,
53.2,11.3535,0,-7.21261,48923.9,1.68484,-80.3693,28.4293,10463.7,501.214,90.4351,26.4163,-75.5716,17685.2,-7463.68,-3.40886,448.867,-222.985,1.87867,131701,3.53676e+06,77269.6,0.393348,
53.4,11.3889,0,-7.19776,48923.5,1.69068,-80.3684,28.4293,10508.3,502.62,90.4367,26.3835,-76.2557,17775.2,-7508.31,-3.43197,450.254,-223.353,1.87887,131681,3.53826e+06,77249.7,0.392856,
53.6,11.4246,0,-7.18282,48923,1.69655,-80.3674,28.4293,10553,504.034,90.4383,26.3504,-76.9444,17865.3,-7553.02,-3.45523,451.65,-223.72,1.87909,131661,3.53976e+06,77229.7,0.392359,
53.8,11.4605,0,-7.16776,48922.5,1.70247,-80.3665,28.4293,10597.8,505.457,90.4399,26.3169,-77.6378,17955.8,-7597.8,-3.47864,453.056,-224.087,1.87932,131641,3.54128e+06,77209.7,0.391857,
54,11.4966,0,-7.15261,48922.1,1.70842,-80.3656,28.4293,10642.7,506.888,90.4415,26.2832,-78.3359,18046.6,-7642.65,-3.5022,454.47,-224.454,1.87956,131621,3.5428e+06,77189.6,0.39135,
54.2,11.533,0,-7.13734,48921.6,1.71442,-80.3647,28.4293,10687.6,508.327,90.4431,26.2492,-79.0387,18137.6,-7687.58,-3.52591,455.894,-224.821,1.87982,131601,3.54435e+06,77169.5,0.390839,
54.4,11.5697,0,-7.12196,48921.1,1.72045,-80.3637,28.4293,10732.6,509.774,90.4447,26.2149,-79.7463,18228.9,-7732.58,-3.54978,457.327,-225.187,1.88009,131580,3.5459e+06,77149.4,0.390323,
54.6,11.6066,0,-7.10648,48920.6,1.72652,-80.3628,28.4293,10777.7,511.23,90.4463,26.1803,-80.4586,18320.5,-7777.66,-3.5738,458.769,-225.554,1.88038,131560,3.54746e+06,77129.3,0.389802,
54.8,11.6438,0,-7.09089,48920.1,1.73263,-80.3619,28.4293,10822.8,512.694,90.4479,26.1454,-81.1758,18412.4,-7822.8,-3.59798,460.22,-225.919,1.88068,131540,3.54904e+06,77109.1,0.389276,
55,11.6813,0,-7.07518,48919.6,1.73878,-80.3609,28.4293,10868,514.167,90.4495,26.1103,-81.8978,18504.6,-7868.02,-3.62231,461.682,-226.285,1.881,131520,3.55063e+06,77088.9,0.388745,
55.2,11.719,0,-7.05937,48919.2,1.74497,-80.36,28.4293,10913.3,515.649,90.4511,26.0748,-82.6247,18597.1,-7913.32,-3.64681,463.152,-226.65,1.88133,131500,3.55224e+06,77068.7,0.388209,
55.4,11.757,0,-7.04344,48918.6,1.7512,-80.359,28.4293,10958.7,517.139,90.4527,26.039,-83.3566,18689.9,-7958.68,-3.67146,464.632,-227.015,1.88167,131479,3.55386e+06,77048.4,0.387667,
55.6,9.53635,0,-6.94375,49058.5,1.76007,-80.3581,28.4292,11004.1,518.626,90.4543,26.0029,-84.0933,18783,-8004.12,-3.6962,466.112,-227.374,1.76849,131459,3.26271e+06,77028.1,0.386894,
55.8,11.4319,0,-6.99712,48954.6,1.76452,-80.3571,28.4292,11049.6,519.946,90.4559,25.9658,-84.8349,18876.3,-8049.62,-3.71986,467.446,-227.65,1.86163,131439,3.50541e+06,77008.3,0.386504,
56,12.2201,0,-7.00694,48886.6,1.76964,-80.3562,28.4292,11095.2,521.462,90.4575,25.9291,-85.5814,18970,-8095.19,-3.745,468.955,-228.014,1.89964,131419,3.60351e+06,76987.9,0.386055,
56.2,12.7525,0,-7.00788,48842.3,1.77521,-80.3552,28.4292,11140.8,523.11,90.4591,25.8926,-86.333,19063.9,-8140.83,-3.77118,470.582,-228.434,1.92492,131398,3.66867e+06,76967.2,0.385565,
56.4,13.1178,0,-7.00297,48813.4,1.7811,-80.3542,28.4292,11186.6,524.848,90.4608,25.8561,-87.0899,19158.2,-8186.57,-3.7981,472.291,-228.892,1.94199,131377,3.71232e+06,76946.3,0.385045,
56.6,13.3741,0,-6.9942,48794.5,1.7872,-80.3533,28.4292,11232.4,526.648,90.4624,25.8195,-87.8522,19252.8,-8232.39,-3.82558,474.057,-229.375,1.95376,131356,3.74191e+06,76925.2,0.384506,
56.8,13.5592,0,-6.98286,48782.1,1.79345,-80.3523,28.4292,11278.3,528.492,90.464,25.7828,-88.6202,19347.8,-8278.32,-3.85351,475.865,-229.873,1.96208,131335,3.76234e+06,76904,0.38395,
57,13.6981,0,-6.9698,48773.9,1.79982,-80.3513,28.4292,11324.3,530.37,90.4656,25.7459,-89.3937,19443.2,-8324.34,-3.8818,477.704,-230.383,1.96818,131314,3.77678e+06,76882.7,0.383383,
57.2,13.8068,0,-6.95559,48768.6,1.80628,-80.3504,28.4292,11370.5,532.274,90.4672,25.7088,-90.1729,19538.9,-8370.47,-3.91039,479.568,-230.899,1.97284,131292,3.78733e+06,76861.4,0.382806,
57.4,13.896,0,-6.94058,48765,1.81281,-80.3494,28.4292,11416.7,534.198,90.4688,25.6715,-90.9579,19635,-8416.7,-3.93926,481.453,-231.42,1.97656,131271,3.79534e+06,76840,0.382221,
57.6,13.9725,0,-6.92501,48762.5,1.8194,-80.3484,28.4292,11463,536.141,90.4704,25.6339,-91.7486,19731.5,-8463.04,-3.96839,483.355,-231.945,1.97968,131250,3.80171e+06,76818.5,0.381628,
57.8,14.0409,0,-6.90904,48760.8,1.82604,-80.3474,28.4292,11509.5,538.098,90.472,25.5961,-92.5452,19828.3,-8509.48,-3.99776,485.274,-232.472,1.98242,131228,3.80701e+06,76797,0.381029,
58,14.1041,0,-6.89276,48759.7,1.83273,-80.3464,28.4292,11556,540.07,90.4736,25.558,-93.3477,19925.6,-8556.03,-4.02737,487.207,-233,1.98491,131206,3.81162e+06,76775.5,0.380423,
58.2,14.1641,0,-6.87626,48758.8,1.83947,-80.3454,28.4292,11602.7,542.056,90.4752,25.5197,-94.1562,20023.2,-8602.68,-4.05721,489.154,-233.53,1.98726,131185,3.81579e+06,76753.9,0.379811,
58.4,14.2221,0,-6.85956,48758.1,1.84625,-80.3444,28.4291,11649.4,544.054,90.4768,25.4812,-94.9706,20121.3,-8649.44,-4.08727,491.115,-234.06,1.98952,131163,3.81968e+06,76732.3,0.379193,
58.6,14.2789,0,-6.8427,48757.6,1.85307,-80.3434,28.4291,11696.3,546.065,90.4784,25.4424,-95.7911,20219.7,-8696.3,-4.11756,493.089,-234.591,1.99173,131142,3.82339e+06,76710.6,0.378568,
58.8,14.335,0,-6.82569,48757.2,1.85994,-80.3424,28.4291,11743.3,548.089,90.4801,25.4033,-96.6177,20318.5,-8743.28,-4.14808,495.077,-235.123,1.99392,131120,3.827e+06,76688.9,0.377938,
59,14.3909,0,-6.80855,48756.8,1.86685,-80.3414,28.4291,11790.4,550.125,90.4817,25.364,-97.4504,20417.7,-8790.35,-4.17883,497.078,-235.655,1.9961,131098,3.83055e+06,76667.2,0.377301,
59.2,14.4467,0,-6.79128,48756.4,1.8738,-80.3404,28.4291,11837.5,552.173,90.4833,25.3244,-98.2892,20517.3,-8837.54,-4.20981,499.092,-236.188,1.99829,131076,3.83407e+06,76645.4,0.376658,
59.4,14.492,0,-6.77345,48756.1,1.88079,-80.3393,28.4291,11884.8,554.234,90.4849,25.2845,-99.1343,20617.3,-8884.83,-4.24101,501.119,-236.721,2,131055,3.8362e+06,76623.6,0.376009,
59.6,14.5001,0,-6.75385,48754.6,1.8878,-80.3383,28.4291,11932.2,556.3,90.4865,25.2444,-99.9856,20717.8,-8932.23,-4.2724,503.154,-237.251,2,131033,3.83339e+06,76601.8,0.375355,
59.8,14.5076,0,-6.73398,48751.5,1.89482,-80.3373,28.4291,11979.7,558.369,90.4881,25.204,-100.843,20818.6,-8979.73,-4.30395,505.193,-237.777,2,131011,3.83042e+06,76579.9,0.374699,
60,14.5143,0,-6.71384,48746.7,1.90186,-80.3363,28.4291,12027.3,560.441,90.4897,25.1632,-101.707,20919.9,-9027.34,-4.33567,507.237,-238.299,2,130989,3.82728e+06,76558.1,0.374039,
60.2,14.5204,0,-6.69343,48740.2,1.9089,-80.3352,28.4291,12075,562.516,90.4913,25.1222,-102.578,21021.5,-9075.05,-4.36754,509.285,-238.816,2,130967,3.82399e+06,76536.2,0.373376,
60.4,14.5257,0,-6.67276,48732.1,1.91595,-80.3342,28.4291,12122.9,564.592,90.493,25.0808,-103.454,21123.6,-9122.86,-4.39957,511.338,-239.329,2,130945,3.82053e+06,76514.3,0.372709,
60.6,14.5304,0,-6.65182,48722.2,1.923,-80.3331,28.4291,12170.8,566.672,90.4946,25.0391,-104.337,21226,-9170.78,-4.43177,513.396,-239.837,2,130923,3.81692e+06,76492.4,0.372039,
60.8,14.5343,0,-6.63062,48710.6,1.93007,-80.3321,28.4291,12218.8,568.753,90.4962,24.9972,-105.227,21328.9,-9218.8,-4.46412,515.458,-240.34,2,130901,3.81314e+06,76470.5,0.371367,
61,14.5376,0,-6.60916,48697.3,1.93714,-80.331,28.429,12266.9,570.836,90.4978,24.9548,-106.123,21432.2,-9266.91,-4.49663,517.524,-240.838,2,130880,3.8092e+06,76448.6,0.370691,
61.2,14.5401,0,-6.58745,48682.2,1.94421,-80.33,28.429,12315.1,572.921,90.4994,24.9122,-107.026,21535.9,-9315.13,-4.52931,519.594,-241.331,2,130858,3.80509e+06,76426.6,0.370011,
61.4,14.542,0,-6.56548,48665.4,1.9513,-80.3289,28.429,12363.4,575.008,90.5011,24.8692,-107.935,21640.1,-9363.45,-4.56214,521.668,-241.819,2,130836,3.80083e+06,76404.7,0.369329,
61.6,14.5431,0,-6.54326,48646.9,1.95839,-80.3278,28.429,12411.9,577.097,90.5027,24.8259,-108.851,21744.6,-9411.86,-4.59513,523.746,-242.302,2,130814,3.79641e+06,76382.8,0.368643,
61.8,14.5435,0,-6.5208,48626.6,1.96548,-80.3268,28.429,12460.4,579.187,90.5043,24.7823,-109.773,21849.6,-9460.37,-4.62828,525.828,-242.779,2,130792,3.79182e+06,76360.8,0.367955,
62,14.5432,0,-6.49808,48604.6,1.97258,-80.3257,28.429,12509,581.279,90.5059,24.7384,-110.702,21954.9,-9508.97,-4.66159,527.913,-243.251,2,130770,3.78708e+06,76338.9,0.367263,
62.2,14.5422,0,-6.47513,48580.8,1.97968,-80.3246,28.429,12557.7,583.371,90.5075,24.6941,-111.637,22060.7,-9557.67,-4.69505,530.002,-243.717,2,130748,3.78217e+06,76316.9,0.366569,
62.4,14.5405,0,-6.45193,48555.3,1.98679,-80.3235,28.429,12606.5,585.465,90.5092,24.6494,-112.58,22166.9,-9606.46,-4.72867,532.095,-244.177,2,130726,3.77711e+06,76295,0.365871,
62.6,14.5381,0,-6.4285,48528,1.9939,-80.3224,28.429,12655.3,587.56,90.5108,24.6044,-113.529,22273.6,-9655.34,-4.76245,534.191,-244.631,2,130704,3.77189e+06,76273,0.36517,
62.8,14.5493,0,-6.40541,48498.9,2.00101,-80.3213,28.429,12704.3,589.656,90.5124,24.5591,-114.485,22380.6,-9704.31,-4.79639,536.29,-245.08,2,130682,3.76837e+06,76251.1,0.364467,
63,14.6474,0,-6.38576,48470,2.00817,-80.3202,28.429,12753.4,591.766,90.514,24.5135,-115.448,22488.1,-9753.37,-4.83058,538.404,-245.528,2,130660,3.77615e+06,76229.1,0.363761,
63.2,14.7466,0,-6.36614,48442.7,2.0154,-80.3191,28.429,12802.5,593.896,90.5157,24.4676,-116.417,22596,-9802.52,-4.8651,540.54,-245.979,2,130638,3.7841e+06,76207.1,0.363044,
63.4,14.8469,0,-6.34656,48416.9,2.0227,-80.318,28.4289,12851.8,596.048,90.5173,24.4214,-117.394,22704.3,-9851.76,-4.89994,542.697,-246.433,2,130616,3.79222e+06,76185.1,0.362318,
63.6,14.9483,0,-6.32701,48392.7,2.03007,-80.3169,28.4289,12901.1,598.222,90.5189,24.375,-118.377,22813.1,-9901.09,-4.93511,544.876,-246.891,2,130594,3.8005e+06,76163,0.361581,
63.8,15.0509,0,-6.30748,48370,2.03752,-80.3158,28.4289,12950.5,600.417,90.5206,24.3284,-119.368,22922.2,-9950.52,-4.97062,547.077,-247.351,2,130572,3.80896e+06,76140.9,0.360834,
64,15.1547,0,-6.28798,48348.9,2.04504,-80.3147,28.4289,13000,602.635,90.5222,24.2815,-120.365,23031.9,-10000,-5.00646,549.301,-247.815,2,130550,3.81759e+06,76118.8,0.360076,
64.2,15.2596,0,-6.26849,48329.3,2.05264,-80.3136,28.4289,13049.6,604.875,90.5238,24.2343,-121.37,23142,-10049.6,-5.04264,551.547,-248.283,2,130528,3.8264e+06,76096.6,0.359308,
64.4,15.3658,0,-6.24902,48311.3,2.06032,-80.3124,28.4289,13099.3,607.137,90.5255,24.187,-122.382,23252.5,-10099.3,-5.07917,553.816,-248.754,2,130505,3.83538e+06,76074.4,0.358528,
64.6,15.4732,0,-6.22957,48294.9,2.06807,-80.3113,28.4289,13149.1,609.423,90.5271,24.1393,-123.402,23363.5,-10149.1,-5.11606,556.108,-249.228,2,130483,3.84454e+06,76052.2,0.357738,
64.8,15.5818,0,-6.21012,48280.1,2.0759,-80.3102,28.4289,13199,611.731,90.5287,24.0915,-124.429,23474.9,-10199,-5.15329,558.423,-249.705,2,130461,3.85388e+06,76029.9,0.356935,
65,15.6917,0,-6.19068,48266.8,2.08381,-80.309,28.4289,13249,614.063,90.5304,24.0434,-125.463,23586.9,-10249,-5.19089,560.761,-250.187,2,130439,3.86339e+06,76007.6,0.356122,
65.2,15.8028,0,-6.17124,48255.1,2.0918,-80.3079,28.4289,13299.1,616.419,90.532,23.9951,-126.505,23699.3,-10299.1,-5.22885,563.124,-250.672,2,130416,3.87309e+06,75985.3,0.355296,
65.4,15.9153,0,-6.1518,48244.9,2.09987,-80.3067,28.4289,13349.3,618.798,90.5336,23.9466,-127.555,23812.1,-10349.3,-5.26719,565.51,-251.16,2,130394,3.88298e+06,75962.9,0.354458,
65.6,16.029,0,-6.13235,48236.4,2.10803,-80.3056,28.4288,13399.6,621.201,90.5353,23.8978,-128.612,23925.5,-10399.6,-5.30589,567.921,-251.653,2,130371,3.89304e+06,75940.5,0.353608,
65.8,16.1441,0,-6.11289,48229.4,2.11626,-80.3044,28.4288,13450,623.629,90.5369,23.8489,-129.677,24039.3,-10450,-5.34498,570.356,-252.149,2,130349,3.9033e+06,75918,0.352745,
66,16.2606,0,-6.09342,48224,2.12458,-80.3033,28.4288,13500.4,626.082,90.5386,23.7997,-130.75,24153.6,-10500.4,-5.38444,572.816,-252.649,2,130327,3.91374e+06,75895.5,0.35187,
66.2,16.3784,0,-6.07393,48220.2,2.13299,-80.3021,28.4288,13551,628.559,90.5402,23.7503,-131.831,24268.4,-10551,-5.4243,575.301,-253.153,2,130304,3.92438e+06,75873,0.350981,
66.4,16.4976,0,-6.05442,48218,2.14148,-80.3009,28.4288,13601.7,631.062,90.5418,23.7007,-132.92,24383.7,-10601.7,-5.46455,577.811,-253.661,2,130281,3.9352e+06,75850.4,0.350079,
66.6,16.6182,0,-6.03489,48217.4,2.15006,-80.2997,28.4288,13652.5,633.591,90.5435,23.6509,-134.017,24499.5,-10652.5,-5.5052,580.347,-254.174,2,130259,3.94622e+06,75827.7,0.349164,
66.8,16.7402,0,-6.01532,48218.4,2.15872,-80.2985,28.4288,13703.4,636.145,90.5451,23.601,-135.122,24615.9,-10703.4,-5.54626,582.909,-254.69,2,130236,3.95743e+06,75805.1,0.348234,
67,16.8637,0,-5.99572,48221,2.16747,-80.2973,28.4288,13754.4,638.725,90.5468,23.5508,-136.235,24732.7,-10754.4,-5.58773,585.497,-255.21,2,130213,3.96884e+06,75782.3,0.347291,
67.2,16.9886,0,-5.97608,48225.1,2.17632,-80.2961,28.4288,13805.5,641.332,90.5484,23.5004,-137.357,24850.1,-10805.5,-5.62961,588.111,-255.735,2,130191,3.98045e+06,75759.6,0.346333,
67.4,17.1151,0,-5.9564,48230.9,2.18525,-80.2949,28.4288,13856.7,643.965,90.5501,23.4499,-138.487,24968,-10856.7,-5.67191,590.752,-256.264,2,130168,3.99226e+06,75736.8,0.34536,
67.6,17.2431,0,-5.93666,48238.4,2.19428,-80.2937,28.4287,13908,646.626,90.5517,23.3991,-139.626,25086.4,-10908,-5.71463,593.42,-256.797,2,130145,4.00427e+06,75713.9,0.344372,
67.8,17.3726,0,-5.91688,48247.4,2.20339,-80.2925,28.4287,13959.4,649.314,90.5534,23.3482,-140.773,25205.3,-10959.4,-5.75779,596.116,-257.335,2,130122,4.01649e+06,75691,0.343369,
68,17.5036,0,-5.89704,48258,2.21261,-80.2913,28.4287,14010.9,652.029,90.555,23.2971,-141.929,25324.8,-11010.9,-5.80139,598.839,-257.877,2,130099,4.02891e+06,75668,0.34235,
68.2,17.6363,0,-5.87714,48270.3,2.22191,-80.2901,28.4287,14062.5,654.773,90.5567,23.2458,-143.094,25444.9,-11062.5,-5.84543,601.59,-258.424,2,130076,4.04154e+06,75645,0.341315,
68.4,17.7705,0,-5.85717,48284.2,2.23132,-80.2888,28.4287,14114.3,657.544,90.5584,23.1944,-144.267,25565.5,-11114.3,-5.88992,604.369,-258.975,2,130053,4.05438e+06,75622,0.340264,
68.6,17.9064,0,-5.83713,48299.8,2.24082,-80.2876,28.4287,14166.1,660.345,90.56,23.1427,-145.45,25686.6,-11166.1,-5.93487,607.177,-259.531,2,130030,4.06743e+06,75598.8,0.339196,
68.8,18.0439,0,-5.81701,48316.9,2.25041,-80.2864,28.4287,14218.1,663.174,90.5617,23.0909,-146.641,25808.3,-11218.1,-5.98028,610.014,-260.091,2,130007,4.0807e+06,75575.7,0.338112,
69,18.1832,0,-5.79681,48335.8,2.26011,-80.2851,28.4287,14270.2,666.033,90.5633,23.039,-147.842,25930.6,-11270.2,-6.02616,612.88,-260.657,2,129983,4.09418e+06,75552.5,0.337009,
69.2,18.3241,0,-5.77652,48356.2,2.26991,-80.2839,28.4287,14322.3,668.921,90.565,22.9868,-149.052,26053.5,-11322.3,-6.07251,615.775,-261.227,2,129960,4.10788e+06,75529.2,0.335889,
69.4,18.4667,0,-5.75613,48378.3,2.27981,-80.2826,28.4287,14374.6,671.84,90.5667,22.9346,-150.271,26176.9,-11374.6,-6.11934,618.701,-261.802,2,129937,4.12181e+06,75505.9,0.334751,
69.6,18.6112,0,-5.73565,48402.1,2.28981,-80.2813,28.4286,14427.1,674.788,90.5683,22.8821,-151.5,26301,-11427.1,-6.16666,621.657,-262.382,2,129913,4.13595e+06,75482.5,0.333594,
69.8,18.7573,0,-5.71507,48427.6,2.29992,-80.2801,28.4286,14479.6,677.768,90.57,22.8295,-152.738,26425.6,-11479.6,-6.21448,624.643,-262.967,2,129890,4.15033e+06,75459,0.332418,
70,18.9054,0,-5.69437,48454.7,2.31013,-80.2788,28.4286,14532.2,680.778,90.5717,22.7767,-153.985,26550.8,-11532.2,-6.26279,627.66,-263.557,2,129867,4.16493e+06,75435.5,0.331223,
70.2,19.0552,0,-5.67356,48483.4,2.32045,-80.2775,28.4286,14585,683.82,90.5733,22.7238,-155.243,26676.7,-11585,-6.31162,630.709,-264.153,2,129843,4.17976e+06,75412,0.330008,
70.4,19.2069,0,-5.65263,48513.9,2.33088,-80.2762,28.4286,14637.9,686.894,90.575,22.6707,-156.51,26803.1,-11637.9,-6.36095,633.789,-264.753,2,129819,4.19482e+06,75388.3,0.328772,
70.6,19.3605,0,-5.63157,48546,2.34142,-80.2749,28.4286,14690.9,690,90.5767,22.6175,-157.787,26930.2,-11690.9,-6.41082,636.902,-265.359,2,129796,4.21011e+06,75364.6,0.327516,
70.8,19.5161,0,-5.61038,48579.9,2.35207,-80.2736,28.4286,14744.1,693.139,90.5784,22.5642,-159.074,27057.9,-11744.1,-6.46121,640.047,-265.97,2,129772,4.22565e+06,75340.9,0.326239,
71,19.6735,0,-5.58904,48615.4,2.36283,-80.2723,28.4286,14797.3,696.311,90.5801,22.5107,-160.372,27186.2,-11797.3,-6.51213,643.225,-266.586,2,129748,4.24142e+06,75317.1,0.32494,
71.2,19.7034,0,-5.56212,48652.4,2.37369,-80.271,28.4285,14850.7,699.513,90.5817,22.457,-161.679,27315.2,-11850.7,-6.56358,646.433,-267.207,1.99462,129724,4.24061e+06,75293.2,0.323619,
71.4,19.3603,0,-5.5191,48681.1,2.38443,-80.2697,28.4285,14904.2,702.672,90.5834,22.4029,-162.997,27444.8,-11904.2,-6.61487,649.606,-267.801,1.97399,129700,4.19115e+06,75269.5,0.322305,
71.6,19.1646,0,-5.48176,48699.6,2.39498,-80.2683,28.4285,14957.8,705.781,90.5851,22.3484,-164.325,27575,-11957.8,-6.66592,652.735,-268.364,1.9598,129677,4.16058e+06,75245.9,0.321006,
71.8,19.0654,0,-5.44809,48711.6,2.40545,-80.267,28.4285,15011.5,708.862,90.5868,22.2935,-165.664,27705.9,-12011.5,-6.71696,655.842,-268.908,1.94984,129653,4.14236e+06,75222.4,0.319709,
72,19.0296,0,-5.41676,48719.3,2.41587,-80.2657,28.4285,15065.4,711.932,90.5885,22.2383,-167.012,27837.3,-12065.4,-6.76813,658.942,-269.437,1.94265,129630,4.13223e+06,75198.9,0.31841,
